fixed.acidity,volatile.acidity,citric.acid,residual.sugar,free.sulfur.dioxide,total.sulfur.dioxide,pH,sulphates,alcohol,label,chlorides_std,density_std,high_quality
7.6,0.48,0.31,9.4,6,194,3.07,0.61,9.4,novice,-0.018724286138980986,1.0271951665466525,0
6.7,0.18,0.31,10.6,42,143,3.08,0.49,9.8,novice,-0.4859465489642138,0.5550317262521268,1
6.5,0.18,0.33,8,16,131,3.28,0.44,8.7,novice,0.19364946969067026,0.8143891089491251,1
6.3,0.2,0.24,1.7,36,135,3.8,0.66,10.8,novice,0.23612422085660056,-0.1033370144402818,1
6.4,0.17,0.34,1.5,43,136,3.25,0.49,9.6,novice,1.9775890186597418,-0.08338644654049283,1
6,0.33,0.27,0.8,12,188,3.12,0.62,9.4,novice,5.885266125925327,-0.5488996975351259,0
7,0.24,0.36,4.9,10,133,3.33,0.37,10.8,novice,1.5528415070004393,0.04961733945795267,1
7.1,0.18,0.39,15.25,45,158,3.34,0.77,9.1,novice,0.02375046502694932,1.7986171253377177,1
6.9,0.37,0.23,9.5,54,166,3.23,0.42,10,novice,0.44849797668625213,0.5417313476522675,0
6.9,0.18,0.38,8.1,44,176,3.3,0.54,9.8,novice,0.10869996735880993,0.5816324834518085,1
6.5,0.28,0.28,8.5,54,210,3.09,0.54,8.9,novice,0.02375046502694932,0.714636269450254,0
6.5,0.19,0.3,0.8,33,144,3.42,0.39,9.1,novice,-0.1461485396367719,-0.1498883395397156,1
6.8,0.45,0.28,26.05,27,122,3.06,0.42,10.6,novice,-0.6558455536279351,2.9590751581742802,1
6.4,0.17,0.3,2.8,33,125,3.03,0.49,10.4,novice,-0.5284213001301441,-0.8415080267317355,1
6.9,0.19,0.28,5,14,146,3.29,0.36,9.1,novice,0.49097272785218243,0.38212680445410335,1
6,0.17,0.29,9.7,33,98,3.12,0.36,9.2,novice,-0.1036737884708416,0.4353283188535037,1
7.2,0.24,0.36,2,21,63,3.13,0.63,12.5,novice,-0.7407950559597954,-1.0942152201288042,1
4.8,0.65,0.12,1.1,4,10,3.32,0.36,13.5,novice,-1.42039107461468,-0.5289491296353369,0
7,0.12,0.29,10.3,41,98,3.19,0.38,9.8,novice,-0.31604754430049287,0.5284309690524082,1
5.8,0.23,0.2,2,39,154,3.21,0.39,10.2,novice,-0.1461485396367719,-0.5954510226345597,1
6.3,0.39,0.22,2.8,53,173,3.24,0.45,9.8,novice,0.06622521619287963,-0.3360936399375614,0
6.2,0.29,0.26,13.1,55,204,3.16,0.41,9.6,novice,-0.018724286138980986,1.1302731006954332,1
6.5,0.23,0.36,16.3,43,133,3.26,0.41,8.8,novice,-0.35852229546642317,1.7254650430385654,0
7.4,0.26,0.32,3.7,29,193,3.1,0.67,12.5,novice,-0.6133708024620047,-0.9013597304310287,1
7.2,0.29,0.4,13.6,66,231,3.08,0.59,9.6,novice,-0.061199037304911295,1.2134004669444984,1
7.9,0.16,0.3,7.4,58,152,3.12,0.37,9.5,novice,0.15117471852474024,0.6880355122505724,1
6.9,0.44,0.42,8.5,10,147,3.32,0.46,9.5,novice,0.06622521619287963,1.1136476274456275,1
6.8,0.24,0.33,3.2,68,161,3.1,0.69,10.2,novice,0.10869996735880993,-0.2695917469383387,1
6.4,0.35,0.21,2.1,46,171,3.16,0.5,9.5,novice,0.19364946969067026,-0.282892125538198,0
6.6,0.3,0.45,8,54,200,3.18,0.48,9.5,novice,-0.35852229546642317,0.5151305904525858,0
6.8,0.27,0.29,4.6,6,88,3.34,0.48,10.6,novice,-0.018724286138980986,0.17597093615650544,0
6.2,0.44,0.18,7.7,28,210,3.56,0.72,9.2,novice,2.1050132721575325,1.2167255615944448,0
7.4,0.19,0.3,12.8,48.5,229,3.14,0.49,9.1,novice,0.27859897202253087,1.5126589854410377,1
6.7,0.24,0.46,2.2,19,111,3.1,0.62,11.9,novice,-0.5708960512960745,-1.1972931542775846,1
7.3,0.25,0.27,3.8,16,79,3.07,0.46,11.3,novice,0.02375046502694932,-0.7716810390825295,1
5,0.255,0.22,2.7,46,153,3.75,0.76,11.3,novice,-0.1461485396367719,-0.5555498868350187,1
6.2,0.24,0.22,7.9,45,149,3.23,0.52,9.3,novice,0.27859897202253087,0.4652541707031318,0
6.3,0.2,0.4,1.5,35,107,3.46,0.5,11.4,novice,-0.40099704663235347,-0.7816563230324055,1
7.3,0.17,0.36,8.2,44,111,3.14,0.41,12.4,novice,-0.7832698071257258,-0.4424966687363252,1
6.6,0.38,0.36,9.2,42,214,3.31,0.56,9.4,novice,0.618396981349973,1.180149520444887,0
6.4,0.27,0.32,4.5,61,174,3.12,0.48,9.4,novice,8.221377440051493,0.24912301845565785,0
5,0.27,0.32,4.5,58,178,3.45,0.31,12.6,novice,-0.6133708024620047,-1.4932265781241776,1
6.2,0.12,0.34,1.5,43,117,3.42,0.51,9,novice,-0.061199037304911295,-0.05013550004088146,1
7.5,0.34,0.28,4,46,100,3.2,0.5,13.2,novice,-0.7832698071257258,-1.486576388824248,1
6.2,0.32,0.32,2.2,15,70,3.16,0.48,12.7,novice,-0.4434717977982838,-1.3801733600254842,1
7,0.28,0.33,14.6,47,168,3.34,0.67,8.8,novice,-0.1461485396367719,1.7786665574379288,1
8.7,0.24,0.35,0.6,11,71,3.08,0.38,10.6,novice,-0.18862329080270193,-0.4823978045358663,0
6.8,0.21,0.31,2.9,40,121,3.07,0.65,10.9,novice,-0.018724286138980986,-0.914660109030888,1
7,0.44,0.24,12.1,68,210,3.05,0.5,9.5,novice,0.4060232255203218,1.040495545146475,0
5.8,0.17,0.34,1.8,96,170,3.38,0.9,11.8,novice,-0.061199037304911295,-1.2305441007772329,1
6.8,0.3,0.27,11.6,22,97,2.96,0.38,11.7,novice,-0.7832698071257258,-0.30284269343795006,1
7.6,0.48,0.37,1.2,5,57,3.05,0.54,10.4,novice,-0.5284213001301441,-0.49569818313572556,0
6.3,0.24,0.35,2.3,43,109,3.34,0.44,11.8,novice,-0.31604754430049287,-1.160717113128027,1
6.9,0.2,0.4,7.7,51,176,3.22,0.27,11.4,novice,-0.6133708024620047,-0.05013550004088146,0
7.1,0.2,0.34,16,51,166,3.21,0.6,9.2,novice,0.15117471852474024,1.4794080389414264,1
7.4,0.41,0.66,10.8,77,194,3.05,0.46,8.7,novice,0.19364946969067026,1.180149520444887,0
5.7,0.26,0.24,17.8,23,124,3.3,0.5,10.1,novice,0.5334474790181124,1.2233757508943746,0
5.3,0.3,0.2,1.1,48,166,3.3,0.54,8.7,novice,1.2979930000048574,0.11611923245717543,0
6.9,0.18,0.36,1.3,40,117,3.27,0.95,9.5,novice,-0.4434717977982838,-0.21639023253897524,1
7.1,0.16,0.36,1.2,21,90,3.16,0.42,11,novice,-0.1461485396367719,-0.5156487510354776,1
6,0.38,0.26,3.5,38,111,3.18,0.47,13.6,novice,-0.4859465489642138,-1.772534528720928,1
7.1,0.25,0.49,3,30,96,3.13,0.39,12.3,novice,-0.6983203047938653,-1.2471695740270388,1
7.3,0.2,0.37,1.2,48,119,3.32,0.49,10.9,novice,-0.40099704663235347,-0.6819034835335714,1
6.4,0.2,0.15,6.6,26,113,2.99,0.58,9.9,novice,-0.018724286138980986,0.009716203658411639,1
6,0.3,0.33,2.1,31,127,3.32,0.42,12.5,novice,-0.18862329080270193,-1.4666258209244958,1
7.3,0.43,0.37,4.6,17,114,3.23,0.43,13.2,novice,-0.7832698071257258,-1.0144129485297222,1
7.2,0.2,0.61,16.2,14,103,3.06,0.36,9.2,novice,-0.1461485396367719,1.545909931940649,1
7.7,0.39,0.34,10,35,178,3.26,0.6,10.2,novice,0.4060232255203218,1.1136476274456275,0
6.7,0.25,0.13,1.2,81,174,3.14,0.42,9.8,novice,-0.23109804196863223,-0.6819034835335714,0
6.1,0.2,0.17,1.6,46,129,3.3,0.43,11.4,novice,0.06622521619287963,-1.0144129485297222,1
7.4,0.24,0.36,2,27,139,3.28,0.48,12.5,novice,-0.6558455536279351,-1.1640422077779733,1
7.1,0.45,0.24,2.7,24,87,2.94,0.38,13.4,novice,-0.27357279313456256,-1.8057854752205393,1
5.6,0.26,0.5,11.4,25,93,3.23,0.49,10.5,novice,-0.7407950559597954,0.0762180966576713,1
9,0.43,0.3,1.5,7,175,3.11,0.45,9.7,novice,0.15117471852474024,0.348875857954492,0
6.8,0.11,0.27,8.6,45,104,3.2,0.37,9.9,novice,-0.1036737884708416,0.1626705575566461,1
7.6,0.48,0.37,0.8,4,100,3.03,0.39,11.4,novice,-0.40099704663235347,-1.2804205205266501,0
7,0.3,0.38,14.9,60,181,3.18,0.61,9.3,novice,-0.6133708024620047,1.4129061459421668,1
7.9,0.46,0.4,10.1,19,184,3.06,0.62,9.5,novice,5.163195356104512,1.2533016027440396,0
6,0.23,0.34,1.3,23,111,3.36,0.37,12.7,novice,-0.9106940606235165,-1.476601104874372,1
7.8,0.18,0.31,12.2,46,140,3.06,0.53,8.9,novice,0.27859897202253087,1.3131533064433327,1
5.7,0.32,0.5,2.6,17,155,3.22,0.64,10,novice,0.10869996735880993,-0.44914685803625487,1
7.4,0.33,0.26,15.6,67,210,3.06,0.68,9.5,novice,0.10869996735880993,1.6689384339892186,0
6,0.16,0.22,1.6,36,106,3.24,0.32,11.4,novice,-0.18862329080270193,-1.180667681027779,1
5.7,0.22,0.22,16.65,39,110,3.24,0.48,9,novice,-0.1036737884708416,1.496033512191232,1
6.2,0.28,0.43,13,64,233,3.08,0.38,8.9,novice,-0.31604754430049287,1.1302731006954332,0
7,0.12,0.32,7.2,22,89,3.29,0.38,9.2,novice,0.49097272785218243,0.8476400554487364,1
8.1,0.2,0.36,9.7,63,162,3.1,0.46,10,novice,-0.1036737884708416,0.980643841447182,1
7.2,0.24,0.3,1.6,27,131,3.25,0.45,10.5,novice,0.06622521619287963,-0.24964117903858662,0
6.6,0.16,0.36,1.1,27,93,3.23,0.34,13.2,novice,-0.6558455536279351,-1.7326333929213869,1
5.8,0.32,0.31,2.7,25,153,3.44,0.73,12.2,novice,0.10869996735880993,-1.1241410719784322,1
7.5,0.16,0.38,12.7,70.5,163,3.15,0.82,10.4,novice,-0.1461485396367719,1.0005944093469341,1
5.3,0.3,0.3,1.2,25,93,3.31,0.4,13.6,novice,-0.7407950559597954,-2.2047968332159495,1
8,0.26,0.36,2,30,121,3.09,0.72,11.6,novice,0.32107372318846117,-0.6819034835335714,1
6.5,0.15,0.55,5.9,75,162,2.97,0.4,9.3,novice,-0.061199037304911295,0.2557732077555875,0
7.6,0.31,0.27,5.8,23,109,3.34,0.54,11,novice,-0.4434717977982838,-0.02020964819121645,1
6.6,0.15,0.32,6,59,128,3.19,0.71,12.1,novice,-0.5708960512960745,-0.7085042407332531,1
8,0.26,0.28,4.8,34,150,3.13,0.5,10,novice,0.15117471852474024,0.1061439485072994,1
7.1,0.44,0.62,11.8,52,152,3.12,0.46,8.7,novice,-0.1036737884708416,1.1468985739452757,1
7.5,0.25,0.32,8.2,53,209,3.12,0.46,10.8,novice,-0.9531688117894469,0.5251058744024618,1
6.3,0.25,0.22,3.3,41,161,3.16,0.5,10.5,novice,0.06622521619287963,-0.49569818313572556,1
6.5,0.44,0.49,7.7,16,169,3.11,0.37,8.7,novice,-0.061199037304911295,0.5483815369521972,1
7.3,0.22,0.49,9.9,48,161,3.01,0.28,11.2,novice,-0.6558455536279351,-0.1166373930401042,1
5.8,0.39,0.47,7.5,12,88,3.38,0.45,14,novice,-0.825744558291656,-1.1141657880285563,1
6.4,0.31,0.28,1.5,12,119,3.32,0.51,10.4,novice,-0.40099704663235347,-0.7151544300331828,1
6.9,0.32,0.27,16,58,185,3.34,0.6,9,novice,-0.5284213001301441,1.772016368138036,1
6.9,0.31,0.32,1.2,20,166,3.05,0.54,9.8,novice,-0.9531688117894469,-0.6553027263338898,1
6.6,0.28,0.09,10.9,37,131,2.93,0.62,9.5,novice,0.19364946969067026,0.5350811583523378,1
5.8,0.36,0.26,3.3,40,153,3.34,0.55,11.3,novice,-0.35852229546642317,-0.9811620020301107,1
6.4,0.26,0.25,10.7,66,179,3.17,0.55,9.9,novice,-0.018724286138980986,0.6680849443507834,1
8.1,0.24,0.38,4.3,49,172,3.37,0.74,10.8,novice,-0.1036737884708416,0.6481343764510312,1
6.1,0.28,0.27,4.7,56,140,3.16,0.42,12.5,novice,-0.6983203047938653,-1.2072684382274976,1
7.4,0.18,0.31,1.4,38,167,3.16,0.53,10,novice,0.49097272785218243,-0.3161430720378094,1
5.8,0.2,0.27,1.4,12,77,3.25,0.36,10.9,novice,-0.6558455536279351,-1.180667681027779,1
8,0.18,0.49,1.8,10,145,3.23,0.48,10,novice,0.618396981349973,0.04961733945795267,0
6.6,0.21,0.6,1.1,61,144,3.12,0.39,9.3,novice,3.7615285676288135,-0.44914685803625487,1
6,0.23,0.15,9.7,101,207,3.05,0.3,9.1,novice,0.06622521619287963,0.5517066316021435,0
7.2,0.26,0.24,7,19,130,3.14,0.49,12.8,novice,-0.9956435629553771,-0.7617057551326535,1
5.9,0.19,0.21,1.7,57,135,3.32,0.44,9.5,novice,-0.061199037304911295,-0.21306513788899195,0
8,0.59,0.71,17.35,61,228,2.95,0.75,9.3,novice,-0.35852229546642317,1.978172236435634,0
7.1,0.2,0.31,6.85,32,211,3.31,0.59,10.4,novice,0.27859897202253087,0.6049081460015439,1
6.4,0.23,0.26,8.1,47,181,3.12,0.49,9.4,novice,0.32107372318846117,0.4486286974533261,0
5.9,0.21,0.23,7.9,22,130,3.38,0.59,10.9,novice,-0.5708960512960745,0.11611923245717543,1
6.4,0.27,0.3,1.6,19,86,3.32,0.65,11.5,novice,-0.27357279313456256,-1.05098898967928,1
7.3,0.24,0.39,17.95,45,149,3.21,0.36,8.6,novice,0.44849797668625213,1.9449212899360226,0
6.7,0.23,0.39,2.5,63,158,3.11,0.36,9.4,novice,5.333094360768233,-0.1166373930401042,1
6.2,0.37,0.22,8.3,36,216,3.33,0.6,9.6,novice,-0.9106940606235165,0.7811381624494768,1
7.9,0.21,0.4,1.2,38,107,3.21,0.54,10.8,novice,-0.31604754430049287,-0.6819034835335714,1
5.8,0.19,0.49,4.9,44,118,3.34,0.38,9.5,novice,-0.27357279313456256,-0.18313928603932697,1
7.2,0.31,0.5,13.3,68,195,3.01,0.47,9.2,novice,0.4060232255203218,1.3796551994425554,0
7.8,0.28,0.34,1.6,32,118,3,0.38,12.1,novice,-0.7832698071257258,-1.3136714670262615,1
5.8,0.15,0.28,0.8,43,127,3.24,0.51,9.3,novice,-0.40099704663235347,-0.6885536728335011,0
6.2,0.26,0.19,3.4,47,172,3.14,0.43,10.4,novice,0.10869996735880993,-0.5488996975351259,1
6.8,0.39,0.34,7.4,38,133,3.18,0.44,12,novice,-1.123067816453168,-0.6420023477340304,1
7,0.35,0.31,1.8,15,162,3.18,0.47,9.4,novice,0.9581949906774155,0.11611923245717543,0
6.9,0.22,0.32,5.8,20,119,3.17,0.55,11.2,novice,-0.23109804196863223,-0.3626943971372801,1
7.6,0.18,0.28,7.1,29,110,3.2,0.42,9.2,novice,-0.23109804196863223,0.8210392982490178,1
6.7,0.41,0.34,9.2,29,150,3.22,0.51,9.1,novice,0.10869996735880993,0.9141419484479592,0
5.7,0.21,0.25,1.1,26,81,3.31,0.52,11.4,novice,-0.4859465489642138,-1.2804205205266501,1
7,0.36,0.35,2.5,67,161,3.05,0.56,11.1,novice,0.06622521619287963,-0.8614585946314877,1
7.4,0.22,0.28,9,22,121,3.1,0.55,10.8,novice,-0.018724286138980986,0.2092218826561168,0
6.8,0.29,0.5,13.3,48,194,3.09,0.45,9.4,novice,0.27859897202253087,1.1136476274456275,0
6.7,0.29,0.45,14.3,30,181,3.14,0.57,9.1,novice,0.32107372318846117,1.5425848372906659,0
5.9,0.24,0.3,2,28,92,3.39,0.69,10.9,novice,-0.5708960512960745,-0.5987761172845429,1
6.4,0.22,0.32,12,57,158,3.6,0.43,9,novice,0.8307707371796246,1.712164664438706,1
5.8,0.27,0.26,3.5,26,69,3.1,0.38,11.5,novice,1.0431444930092755,-1.3668729814256249,1
5.6,0.695,0.06,6.8,9,84,3.44,0.44,10.2,novice,-0.18862329080270193,0.08951847525749371,0
7.3,0.42,0.38,6.8,29,122,3.19,0.37,12.6,novice,-0.061199037304911295,-0.5156487510354776,1
6.4,0.29,0.57,1,15,120,3.06,0.41,9.5,novice,0.5759222301840428,-0.5488996975351259,0
6.1,0.31,0.26,2.2,28,167,3.37,0.47,10.4,novice,0.19364946969067026,-0.4823978045358663,1
8.1,0.27,0.33,1.3,26,100,2.98,0.44,12.4,novice,-0.061199037304911295,-1.1274661666284156,1
7.1,0.36,0.37,4.8,39,114,3.08,0.49,12.7,novice,-1.1655425676190982,-1.2272190061272497,1
6,0.16,0.3,6.7,43,153,3.63,0.46,10.6,novice,-0.1461485396367719,0.348875857954492,0
6.6,0.26,0.38,6.5,68,201,3.19,0.38,9.4,novice,5.2481448584363735,0.5151305904525858,1
6.7,0.26,0.29,5.8,26,74,3.28,0.53,11,novice,-0.9106940606235165,-0.3826449650370321,1
7.7,0.44,0.24,11.2,41,167,3.12,0.43,11.3,novice,-0.6558455536279351,0.24912301845565785,1
6.8,0.35,0.32,2.4,35,103,3.28,0.46,12,novice,0.06622521619287963,-0.9811620020301107,1
5.6,0.18,0.58,1.25,29,129,3.51,0.6,12,novice,-0.5284213001301441,-1.4001239279252362,1
9.8,0.31,0.49,15.4,13,119,3.18,0.45,9.5,novice,-0.018724286138980986,2.1111760224340794,0
7.8,0.2,0.28,10.2,78,186,3.14,0.46,10,novice,0.32107372318846117,0.980643841447182,1
6.3,0.33,0.2,5.8,24,144,3.15,0.63,9.9,novice,-0.27357279313456256,0.06624281270775836,0
6.4,0.25,0.57,1,21,122,3,0.4,9.5,novice,0.6608717325159034,-0.5555498868350187,0
6.8,0.34,0.69,1.3,12,171,3.06,0.47,9.7,novice,0.49097272785218243,-0.3161430720378094,0
5.8,0.3,0.27,1.7,45,104,3.4,0.56,12.6,novice,-1.3779163234487497,-1.6328805534225528,1
6.8,0.22,0.37,1.7,38,195,3.35,0.72,12.5,novice,-0.4434717977982838,-1.080914841528945,1
8.2,0.34,0.29,5.2,19,92,2.95,0.39,12.5,novice,1.2555182488389272,-0.8880593518311694,1
5.8,0.32,0.31,2.7,25,153,3.44,0.73,12.2,novice,0.10869996735880993,-1.1241410719784322,1
6,0.39,0.26,2.7,39,187,3.41,0.5,10.8,novice,-0.35852229546642317,-0.2662666522883923,1
7.8,0.28,0.32,9,34,115,3.17,0.39,10.3,novice,-0.4434717977982838,0.38212680445410335,1
6.9,0.24,0.33,12.5,47,153,3.28,0.77,9.6,novice,-0.018724286138980986,1.4129061459421668,1
6.2,0.28,0.45,7.5,46,203,3.26,0.46,9.2,novice,-0.061199037304911295,0.5583568209020732,1
5.7,0.26,0.27,4.1,73.5,189.5,3.27,0.38,9.4,novice,6.5648621445802124,0.04961733945795267,1
6.5,0.18,0.26,1.4,40,141,3.34,0.72,9.5,novice,-0.23109804196863223,0.0163663929583413,1
8.5,0.22,0.34,0.7,5,25,3.04,0.37,10.5,novice,-0.27357279313456256,-0.7484053765327942,0
7.9,0.29,0.31,7.35,37,154,3.06,0.31,10.8,novice,-0.5284213001301441,-0.08338644654049283,0
6.4,0.2,0.22,7.4,53,172,3.24,0.58,11,novice,-0.6133708024620047,-0.0035841749414107613,1
6.9,0.38,0.25,9.8,28,191,3.28,0.61,9.2,novice,-0.27357279313456256,1.0138947879467932,0
6.5,0.18,0.33,1.4,35,138,3.36,0.6,11.5,novice,-0.7407950559597954,-0.9678616234302514,1
6.5,0.35,0.28,12.4,86,213,3.16,0.51,9.9,novice,0.19364946969067026,0.714636269450254,1
8.6,0.16,0.49,7.3,9,63,3.13,0.59,10.5,novice,-0.1461485396367719,0.4153777509537147,1
6.7,0.31,0.08,1.3,58,147,3.18,0.46,10,novice,-0.35852229546642317,-0.6154015905343487,0
7.1,0.32,0.24,13.1,52,204,3.1,0.49,8.8,novice,0.15117471852474024,1.3131533064433327,0
8,0.37,0.31,4.7,3,127,2.9,0.72,12.1,novice,-0.35852229546642317,-0.7284548086330421,0
6.9,0.26,0.38,10.5,33,139,3.06,0.5,10.3,novice,-0.1036737884708416,0.37215152050422734,1
7.9,0.34,0.44,6.5,47,126,2.96,0.37,12.5,novice,-0.825744558291656,-0.93461067693064,1
6.7,0.24,0.36,8.4,42,123,3.34,0.52,10.9,novice,-0.18862329080270193,0.2258473559059225,1
6.6,0.34,0.18,6.4,47,240,3.42,0.48,9.2,novice,1.5103667558345089,1.0138947879467932,0
5.2,0.38,0.26,7.7,20,103,3.27,0.45,12.2,novice,0.27859897202253087,-0.5156487510354776,1
5.6,0.18,0.3,10.2,28,131,3.49,0.42,10.8,novice,-0.7832698071257258,0.4486286974533261,1
6.2,0.26,0.29,2,16,87,3.33,0.61,11.8,novice,-0.4434717977982838,-1.0775897468789986,1
7.1,0.14,0.4,1.2,55,136,3.3,0.96,9.8,novice,0.19364946969067026,-0.282892125538198,1
8.8,0.35,0.49,1,14,56,2.96,0.33,10.5,novice,-0.4434717977982838,-0.6819034835335714,0
7.7,0.23,0.31,10.7,59,186,3.12,0.55,9.5,novice,-0.35852229546642317,0.9473928949475706,1
5.7,0.25,0.22,9.8,50,125,3.2,0.45,10.1,novice,0.10869996735880993,0.5517066316021435,1
5,0.31,0,6.4,43,166,3.3,0.63,9.9,novice,-0.018724286138980986,-0.016884553541270077,1
6.4,0.17,0.27,6.7,88,223,3.28,0.35,10.2,novice,-0.4434717977982838,0.24912301845565785,1
5.7,0.21,0.37,4.5,58,140,3.29,0.62,10.6,novice,-0.27357279313456256,-0.24299098973865696,1
8.1,0.27,0.41,1.45,11,63,2.99,0.56,12,novice,-0.5708960512960745,-1.080914841528945,0
7.7,0.28,0.35,15.3,31,117,3.27,0.5,9.6,novice,0.4060232255203218,1.9116703434364113,0
6.7,0.37,0.41,6.3,22,149,3.16,0.47,9.6,novice,0.618396981349973,0.4153777509537147,1
6.3,0.34,0.31,6,18,68,3.22,0.29,13.4,novice,-1.123067816453168,-1.4100992118751492,1
7.7,0.27,0.61,12,64,179,3.07,0.46,8.9,novice,-0.018724286138980986,1.3796551994425554,0
6.5,0.18,0.41,14.2,47,129,3.28,0.72,10.3,novice,-0.31604754430049287,0.9074917591480295,1
7.5,0.31,0.51,14.8,62,204,3.06,0.6,9.5,novice,-0.31604754430049287,1.3796551994425554,0
6.6,0.23,0.3,4.6,29,154,3.23,0.49,12.2,novice,0.5759222301840428,-0.874758973231347,1
6.6,0.18,0.35,1.5,49,141,3.43,0.85,10.2,novice,0.10869996735880993,-0.21639023253897524,1
6.8,0.15,0.41,12.9,79.5,183,3.24,0.78,10.2,novice,-0.1036737884708416,1.120297816745557,1
6.4,0.27,0.45,8.3,52,196,3.18,0.48,9.5,novice,0.15117471852474024,0.4818796439529744,0
7.1,0.17,0.4,14.55,47,156,3.34,0.78,9.1,novice,0.02375046502694932,1.7952920306877345,1
6.3,0.48,0.48,1.8,35,96,3.49,0.74,12.2,novice,-0.4859465489642138,-0.944585960880516,1
6.8,0.18,0.28,8.5,52,242,3.22,0.53,10.5,novice,0.02375046502694932,0.38212680445410335,1
5.7,0.22,0.25,1.1,97,175,3.44,0.62,11.1,novice,0.15117471852474024,-1.0177380431796685,1
8.5,0.23,0.4,9.9,24,88,3.02,0.42,10.5,novice,-0.4434717977982838,0.348875857954492,1
5.7,0.255,0.65,1.2,17,137,3.2,0.42,9.4,novice,1.382942502336718,-0.3261183559876854,0
6.7,0.43,0.23,5,49,145,3.17,0.49,9.4,novice,4.695973093279279,0.21919716660599284,0
6.8,0.24,0.29,9.5,56,157,3.11,0.51,10.1,novice,-0.18862329080270193,0.6015830513515605,1
6.9,0.3,0.49,7.6,25,156,3.43,0.63,11,novice,0.44849797668625213,0.714636269450254,1
6.7,0.11,0.26,14.8,44,95,3.2,0.35,9.8,novice,0.27859897202253087,0.9008415698480999,1
7.2,0.23,0.38,6.1,20,90,3.17,0.79,9.7,novice,0.8732454883455549,0.30232453285502126,0
6.9,0.18,0.3,2,39,190,3.32,0.37,12.2,novice,-0.35852229546642317,-0.8814091625312765,1
6.2,0.3,0.32,1.7,30,130,3.28,0.41,11.2,novice,-0.6133708024620047,-0.9811620020301107,1
6.6,0.41,0.16,1.4,28,160,2.95,0.45,10.6,novice,-0.40099704663235347,-0.7916316069822816,1
8.2,0.38,0.49,13.6,58,166,3.1,0.54,9.4,novice,-0.18862329080270193,1.496033512191232,0
6.3,0.23,0.21,5.1,29,142,3.36,0.33,10.1,novice,-0.4859465489642138,0.04961733945795267,1
5.8,0.58,0,1.5,33,96,3.29,0.38,12.4,novice,-1.123067816453168,-1.6195801748227303,1
6.5,0.22,0.19,1.1,36,191,3.05,0.5,9.5,novice,0.745821234847764,-0.35936930248729676,1
9.3,0.34,0.49,7.3,30,146,3.17,0.61,10.2,novice,0.23612422085660056,1.3131533064433327,0
6.7,0.3,0.45,10.6,56,212,3.22,0.59,9.5,novice,-0.6133708024620047,0.980643841447182,1
5.9,0.28,0.39,1.4,47,147,3.08,0.64,12.9,novice,-0.6558455536279351,-1.892237936119551,1
6.5,0.38,0.26,5.2,33,112,3.06,0.5,12.3,novice,-0.18862329080270193,-1.1241410719784322,1
5.9,0.28,0.14,8.6,30,142,3.28,0.44,9.5,novice,-0.6133708024620047,0.4552788867532558,1
7.4,0.25,0.37,2.6,24,132,3.04,0.53,11.2,novice,0.15117471852474024,-0.8880593518311694,1
6.9,0.4,0.17,12.9,59,186,3.08,0.49,9.4,novice,-0.5708960512960745,1.1601989525450982,0
5.4,0.46,0.15,2.1,29,130,3.39,0.77,13.4,novice,-0.8682193094575864,-1.5032018620740537,1
7.4,0.27,0.26,11.8,55,173,3.11,0.6,9.8,novice,0.27859897202253087,0.9773187467972356,0
7.6,0.21,0.6,2.1,47,165,3.05,0.54,10.1,novice,-0.018724286138980986,-0.1498883395397156,1
7.1,0.44,0.37,2.7,35,128,3.07,0.43,13.5,novice,-0.23109804196863223,-1.4799261995243183,1
8.2,0.2,0.49,3.5,14,108,3.19,0.35,11.5,novice,0.44849797668625213,-0.4158959115366435,1
6.1,0.15,0.29,6.2,39,151,3.6,0.44,10.6,novice,-0.018724286138980986,0.21919716660599284,1
7.2,0.16,0.35,1.2,27,84,3.33,0.34,9.9,novice,-0.6558455536279351,-0.4158959115366435,0
6.8,0.27,0.3,13,69,160,3.16,0.5,9.6,novice,0.02375046502694932,0.9972693146969877,1
7.8,0.4,0.26,9.5,32,178,3.04,0.43,10.9,novice,0.5334474790181124,0.4818796439529744,1
5.9,0.28,0.14,8.6,30,142,3.28,0.44,9.5,novice,-0.6133708024620047,0.4552788867532558,1
7.1,0.21,0.72,1.6,65,120,2.97,0.51,9.2,novice,5.120720604938582,-0.2695917469383387,0
6.9,0.28,0.37,9.1,16,76,3.05,0.54,11.1,novice,-0.40099704663235347,0.24912301845565785,0
8.7,0.15,0.3,1.6,29,130,3.22,0.38,9.8,novice,-0.018724286138980986,0.04961733945795267,1
7.7,0.24,0.27,1.8,52,190,3.23,0.5,10.8,novice,0.19364946969067026,-0.4158959115366435,1
5.3,0.24,0.33,1.3,25,97,3.59,0.38,11,novice,-0.5708960512960745,-1.1474167345281676,1
7.2,0.24,0.3,1.2,11,95,2.96,0.36,12.5,novice,-0.40099704663235347,-1.6328805534225528,1
7.4,0.29,0.25,3.8,30,114,3.11,0.4,11,novice,-0.1036737884708416,-0.6819034835335714,1
7.5,0.14,0.74,1.6,21,126,3.26,0.45,10.2,novice,-0.4859465489642138,-0.24964117903858662,1
8.1,0.43,0.42,6.6,36,141,2.98,0.39,13.3,novice,-0.5708960512960745,-0.7484053765327942,1
