fixed.acidity,residual.sugar,free.sulfur.dioxide,total.sulfur.dioxide,alcohol,chlorides_std,density_std,sulphates_std,pH_std,volatile_acidity_std,citric_acid_std,high_quality
7.6,7,14,130,12.5,-0.9582052323826922,-0.739863160833942,-0.3574527771359025,0.39168997621811574,1.956643824834358,-0.028583924523728304,1
7.8,5,31,101,11,-1.3025487394046273,-0.7198752528332338,-0.8859180545166983,-1.3063635996844294,-0.7782464166410408,-0.11002709182479298,1
6.4,1.8,23,118,11.8,-0.613861725360757,-0.9397422408412087,0.0829349540147605,0.8488582466534156,-0.485222462197248,0.4600750792826592,1
6.6,1.7,53,161,10.2,-0.22647527996107997,-0.6499175748306812,-0.3574527771359025,-0.3920270588138295,-0.9735957196035694,-0.4357997610290512,1
7.9,1.2,20,72,10.5,-0.5708187869830151,-0.6066104408291222,-0.973995600746831,-0.45733681173315677,-0.9735957196035694,-0.028583924523728304,1
6.3,12,63,170,9.9,0.11786822706085519,0.6926035792180194,0.523322685165424,-0.32671730589449927,0.39384940113413025,-0.5986860956311806,1
7.2,4.4,57,166,11.2,-0.011260588072370606,0.09296633919625609,1.139865508776352,-0.3920270588138295,-0.9735957196035694,0.9487340830890468,1
7.9,11.1,43,208,10.3,-0.5708187869830151,0.9591090192276961,-0.2693752309057698,-0.32671730589449927,0.10082544669033723,0.21574557737946526,0
6.7,1,22,94,11.1,-1.0442911091381761,-0.9397422408412087,0.6994777776256885,0.2610704703794582,-0.8759210681223051,0.05285924277733636,1
7,2.1,17,76,12.3,-1.087334047515918,-1.2695427228531526,-0.3574527771359025,0.456999729137443,-0.28987315923471957,-0.028583924523728304,1
7,1.4,31,113,10.8,-0.44168997184978964,-0.9397422408412087,-0.0932201384455049,-0.19609780005584174,-0.485222462197248,0.13430241007840057,1
6.1,2.6,24,99,10.9,-0.22647527996107997,-0.8298087468372028,0.0829349540147605,-0.0654782942171842,-0.8759210681223051,0.2971887446805299,1
7.6,2.4,38,123,10.3,0.11786822706085519,0.6592903992168144,-0.2693752309057698,2.677531328394621,-0.9735957196035694,0.21574557737946526,0
6.5,8,52,196,9.1,0.2900399805718226,0.6259772192156094,-0.0932201384455049,0.2610704703794582,-0.5828971136785124,0.9487340830890468,1
6.4,10.2,40,106,9.7,-0.1403894032055964,0.7658925752206778,0.0829349540147605,-0.19609780005584174,-0.8759210681223051,0.13430241007840057,1
8.3,10,33,169,9.3,-0.18343234158333804,1.3921803592433977,0.1710125002448932,0.2610704703794582,0.19850009817160155,0.21574557737946526,1
6.1,6.3,47,136,12.7,-0.3125611567165638,-1.112970776847482,-1.5905384243577594,0.5223094820567733,-0.6805717651597767,-0.2729134264269223,1
6.1,6.4,36,198,9.9,-0.39864703347204766,0.12627951919746105,1.139865508776352,-0.1307880471365144,0.784548007059187,-1.4131177686418266,1
6,0.9,9,65,12.1,-0.5708187869830151,-1.5593673888636803,-1.238228239437229,0.3263802232987884,0.6868733555779227,1.0301772503901114,0
5.8,1.6,38,95,12.4,-0.054303526450112535,-1.519391572862227,3.9583469881405957,0.2610704703794582,-0.6805717651597767,-0.11002709182479298,1
6.3,2.4,38,102,11.6,-0.18343234158333804,-1.3461630368559536,-1.0620731469769638,-0.32671730589449927,-0.5828971136785124,-0.4357997610290512,1
6,17.8,42,111,8.9,0.031782350305371326,1.6453605272525775,-0.3574527771359025,-0.5879563175718143,0.003150795209073428,-0.7615724302333099,1
7.2,3.1,39,122,11.3,-0.09734646482785447,-0.8631219268384077,0.9637104163160866,-1.241053846765102,-0.6805717651597767,-0.354356593727987,1
6.5,4.8,54,128,12.2,-0.7429905404939827,-1.0929828688467738,-0.44553032336603526,-0.1307880471365144,0.003150795209073428,-0.6801292629322452,1
7.9,10.6,33,227,9.1,8.511241210720524,1.4254935392446026,2.1967960635379433,-2.0900806347163745,3.5194382485345863,1.0301772503901114,0
9.6,1.5,19,135,10.9,-0.09734646482785447,-0.1069127408109737,-0.005142592215372198,-1.5022928584424171,-0.485222462197248,0.5415182465837239,0
6.6,1.6,18,101,10.5,-0.18343234158333804,-0.6898933908321345,-0.7097629620564333,-0.3920270588138295,1.2729212644655081,-0.19147025912585763,0
7.6,1.6,24,129,10.4,-0.1403894032055964,-0.32344841081884296,1.8444858786174128,-0.45733681173315677,-0.485222462197248,0.05285924277733636,0
6.8,2,38,111,12.9,-0.2695182183388219,-1.3395004008557054,-0.3574527771359025,0.3263802232987884,-1.0712703710848335,0.05285924277733636,1
7.2,8.6,15,89,9.9,0.2900399805718226,1.1923012792361678,1.3160206012366173,0.6529289878954307,0.2961747496528659,0.6229614138847881,1
6.2,7.3,56,244,10,-0.09734646482785447,0.5260376792119946,0.523322685165424,1.1100972583307307,0.6868733555779227,-0.354356593727987,1
6,1.3,6,29,10.4,-0.011260588072370606,-0.5399840808267122,1.2279430550064847,0.6529289878954307,-0.19219850775345526,0.05285924277733636,0
7.1,9.6,19,105,10.5,-0.39864703347204766,0.13960479119795785,-1.0620731469769638,-0.9798148350877869,-0.7782464166410408,-0.5172429283301159,1
7.4,1.2,18,150,11.2,0.37612585732730647,-0.773176340835147,-0.18129768467563762,0.2610704703794582,-1.1689450225660978,1.2745067522933051,1
6.3,1.2,35,92,12.2,0.7204693643492416,-0.9730554208424137,-0.6216854158263007,1.2407167641693881,-0.09452385627219091,1.2745067522933051,1
8.3,1.3,8,72,10.3,0.07482528868311325,0.12627951919746105,1.0517879625462192,-0.7185758234104719,-0.09452385627219091,0.9487340830890468,0
6.6,2.7,56,122,11.9,-0.5277758486052732,-1.1396213208484385,-1.6786159705878922,-0.26140755297517193,2.640366385203208,-2.6347652781577953,0
7.2,5.4,27,114,12.7,-0.8721193556272084,-0.7598510688346871,3.0775715258392697,-0.3920270588138295,-0.09452385627219091,0.2971887446805299,0
6.2,13.2,54,201,9,0.20395410381633874,1.1923012792361678,-0.2693752309057698,0.39168997621811574,0.784548007059187,-0.5986860956311806,0
8,10.4,63,201,9.5,-0.1403894032055964,0.9924221992289011,0.3471675927051586,-0.522646564652487,-0.5828971136785124,-0.11002709182479298,1
6.4,1.9,40,118,11.8,-0.35560409509430574,-1.0929828688467738,0.3471675927051586,0.8488582466534156,-0.485222462197248,-0.11002709182479298,1
6.9,6.2,41,176,9.4,0.8495981794824674,0.49938713521100103,0.4352451389352913,-0.45733681173315677,1.1752466129842445,0.7044045811858528,0
8.8,3.2,15,126,11.2,-0.18343234158333804,-0.20685228081462556,0.1710125002448932,-1.1104343409264446,-0.485222462197248,3.31058593481992,1
5.5,1.2,31,68,11.65,-0.8721193556272084,-1.4061267608581152,-0.44553032336603526,0.9141679995727459,-1.1689450225660978,-0.19147025912585763,1
6.5,3.8,34,88,12.5,-0.44168997184978964,-1.2462234968523018,1.2279430550064847,0.39168997621811574,0.49152405261539456,-0.2729134264269223,1
5.9,2,38,142,12.9,-0.6999476021162409,-1.6992827448687486,-0.7097629620564333,1.3713362700080458,0.5891987040966589,-0.19147025912585763,1
6.5,12.9,69,215,10,-0.09734646482785447,0.8924826592252862,-0.5336078695961679,-0.1307880471365144,-0.19219850775345526,-0.5172429283301159,1
7.5,7,45,164,11,-0.44168997184978964,-0.04028638080856377,-1.414383331897494,-1.0451245880071172,-0.09452385627219091,0.21574557737946526,0
6.1,12,46,238,8.6,0.2900399805718226,1.2256144592373728,-0.0932201384455049,-0.19609780005584174,0.5891987040966589,-0.19147025912585763,0
7.5,10.2,59,209,9.6,-0.054303526450112535,1.059048559231311,1.2279430550064847,-0.19609780005584174,0.003150795209073428,0.4600750792826592,1
5.9,4.8,40,110,12.1,-0.6999476021162409,-0.586622532828377,1.6683307861571481,2.350982563797976,-1.559643628491155,-0.5172429283301159,1
7,9.2,37,122,12.5,-0.8290764172494666,-0.5799598968281285,-1.3263057856673612,-0.8491953292491294,-0.5828971136785124,-0.5986860956311806,1
6.6,11.3,77,231,9.5,0.11786822706085519,0.8591694792240813,0.2590900464750259,0.3263802232987884,-0.28987315923471957,0.7044045811858528,1
6.4,9.3,28,145,10.98,-0.1403894032055964,0.10296029319664717,0.3471675927051586,0.2610704703794582,1.3705959159467724,-1.1687882667386327,0
6.1,1.6,16,137,10.4,0.11786822706085519,-0.34010500081944545,0.0829349540147605,0.8488582466534156,1.2729212644655081,-0.7615724302333099,1
7.8,1.3,35,140,12,-0.054303526450112535,-1.2062476808508855,-0.7978405082865656,-0.19609780005584174,-1.0712703710848335,1.3559499195943696,1
7.3,9.4,34,178,10.4,0.4622117340827903,0.5060497712112494,-0.44553032336603526,-0.26140755297517193,0.5891987040966589,-0.2729134264269223,1
7.8,1,10,80,11.4,-0.1403894032055964,-0.9130916968402152,-0.973995600746831,-0.7185758234104719,-0.28987315923471957,0.2971887446805299,0
6.9,8,30,114,11,-0.6999476021162409,-0.11357537681122208,0.4352451389352913,0.19576071746013088,-0.485222462197248,0.6229614138847881,1
6.8,3.2,10,57,9.5,0.07482528868311325,0.6592903992168144,0.2590900464750259,1.1100972583307307,4.154323483162804,-0.6801292629322452,0
7.1,7.8,49,128,10.7,-0.44168997184978964,-0.01696715480771289,-0.7978405082865656,0.13045096454080066,0.10082544669033723,0.05285924277733636,1
7.7,8.65,42,186,12.4,-0.5708187869830151,-0.30679182081824047,-0.973995600746831,-0.32671730589449927,0.6868733555779227,1.2745067522933051,1
6.7,2.1,34,111,12.2,-0.5708187869830151,-1.5926805688648853,-0.0932201384455049,-1.4369831055230868,0.5891987040966589,0.5415182465837239,1
7,1.3,18,131,11,-0.1403894032055964,-0.7531884328344388,-0.3574527771359025,-1.6854129785687493e-4,-0.38754781071598393,1.1116204176911757,1
7.3,19.5,69,237,9.2,-0.3125611567165638,2.1150763652696267,-0.0932201384455049,-0.5879563175718143,-0.7782464166410408,-0.354356593727987,1
6.5,17.4,29,140,10.1,0.7635123027269836,1.245602367238081,-0.005142592215372198,0.06514121162147334,-0.28987315923471957,-0.5172429283301159,1
8.1,1.6,10,67,10.5,-0.613861725360757,-0.5399840808267122,-0.18129768467563762,-0.7185758234104719,0.2961747496528659,-0.7615724302333099,0
7.5,12.4,29,119,9.4,0.8065552411047254,1.125674919233721,-0.8859180545166983,-0.19609780005584174,0.49152405261539456,0.4600750792826592,0
6.4,3,19,98,11.1,-0.2695182183388219,-0.6199357128295819,-0.18129768467563762,0.39168997621811574,0.003150795209073428,-0.4357997610290512,1
6.5,2.1,43,104,11.3,-0.8290764172494666,-1.1596092288491837,0.2590900464750259,-1.1104343409264446,-0.485222462197248,0.9487340830890468,1
5.7,10.8,58,116,9.8,0.16091116543859713,0.6326398552158579,0.0829349540147605,-0.5879563175718143,-0.28987315923471957,-0.5172429283301159,1
6.6,1.5,19,114,10.5,-0.2695182183388219,-0.35676159082004794,1.139865508776352,1.1100972583307307,-0.19219850775345526,-0.5172429283301159,1
5.9,1.4,36,83,10.9,-0.39864703347204766,-1.0929828688467738,-0.6216854158263007,0.9141679995727459,-1.559643628491155,-0.4357997610290512,1
6.4,1.6,36,127,10.4,0.11786822706085519,-0.20685228081462556,1.5802532399270155,2.677531328394621,-0.9735957196035694,-0.19147025912585763,1
5.5,4.6,22,104,9,-0.7429905404939827,0.29284541920352286,-0.44553032336603526,0.9794777524920731,-1.3642943255286262,-0.5172429283301159,0
6,5,30,139,9,1.36611344001537,0.30617069120401963,-1.1501506932070964,-0.5879563175718143,0.003150795209073428,1.518836254196499,1
7.5,8.7,49,199,9.4,3.432174482146981,1.0290666972302487,0.6994777776256885,-1.3716733526037594,0.49152405261539456,0.37863191198159457,0
7.8,7.2,46,179,10.1,-0.2695182183388219,0.4627426372096904,0.9637104163160866,-0.32671730589449927,-0.28987315923471957,-0.4357997610290512,1
7.6,1.6,43,154,11.1,0.031782350305371326,-0.20685228081462556,1.75640833238728,1.1100972583307307,-1.0712703710848335,0.13430241007840057,1
7.5,18.9,44,170,9,0.5482976108382739,1.991817599265161,-0.2693752309057698,-1.3063635996844294,0.24733742391223373,0.5415182465837239,0
6.2,7.2,47,202,9.2,2.27001514594795,0.5993266752146529,-0.5336078695961679,0.13045096454080066,1.6636198703905656,3.229142767518855,0
8.4,7.4,46,108,11.9,-0.3125611567165638,-0.20685228081462556,-1.414383331897494,-1.0451245880071172,-0.38754781071598393,1.2745067522933051,1
7.1,8.4,60,160,11.8,0.4622117340827903,-0.48335167482465635,-1.1501506932070964,-0.19609780005584174,1.5659452189093013,-0.5172429283301159,1
7.2,2,43,188,12,-0.3125611567165638,-0.9730554208424137,-0.7097629620564333,0.7182387408147581,-0.7782464166410408,-0.2729134264269223,1
6,1.7,18,82,13.133333333333301,-1.087334047515918,-1.639319020866587,4.046424534370728,0.3263802232987884,-0.09452385627219091,0.5415182465837239,1
6.4,10.3,54,140,9.2,-0.18343234158333804,0.8924826592252862,-0.18129768467563762,0.2610704703794582,-0.485222462197248,0.13430241007840057,0
6.1,12.1,51,172,9.5,-0.011260588072370606,1.3255539992409877,-0.3574527771359025,1.0447875054114033,-0.28987315923471957,-0.7615724302333099,0
6.8,6.3,49,159,10,4.33607618807956,0.10629161119675287,-0.18129768467563762,-0.32671730589449927,1.7612945218718299,-0.5986860956311806,0
7.2,8.7,45,154,10.4,-0.35560409509430574,0.5526882232129512,-0.18129768467563762,0.06514121162147334,0.39384940113413025,0.5415182465837239,1
5.6,1.3,25,155,10,0.11786822706085519,-0.3534302728199422,-0.5336078695961679,3.591867869265224,-0.7782464166410408,-0.924458764835439,0
6.1,1.85,25,111,11.8,-0.656904663738499,-1.452765212859817,-1.6786159705878922,-1.0451245880071172,-0.5828971136785124,0.5415182465837239,1
7.6,1.6,32,155,11.3,-0.2695182183388219,-0.34010500081944545,0.2590900464750259,0.2610704703794582,0.39384940113413025,0.21574557737946526,1
7.3,6.8,41,163,9.9,0.4622117340827903,0.29284541920352286,-0.7097629620564333,0.06514121162147334,1.2729212644655081,-0.7615724302333099,1
5.9,1.5,35,95,12,-0.5708187869830151,-1.386138852857407,0.6114002313955568,1.1100972583307307,0.8822226585404513,-0.2729134264269223,1
6.8,6.4,44,172,10.5,0.07482528868311325,0.12627951919746105,0.523322685165424,0.6529289878954307,-0.38754781071598393,0.13430241007840057,1
9.6,2,21,120,12.6,-0.3125611567165638,-0.7132126168329854,4.486812265521392,-1.241053846765102,3.665950225756483,-1.0059019321365037,1
7.6,1.3,18,86,11.3,-0.48473291022753123,-1.0729949608460285,-0.8859180545166983,-1.3063635996844294,0.10082544669033723,0.7044045811858528,0
6.1,9.1,83,249,8.5,0.5482976108382739,1.025735379230106,0.0829349540147605,1.175407011250061,1.468270567428037,0.13430241007840057,0
6.8,3.1,29,93,12.2,-0.8721193556272084,-1.222904270851488,-0.3574527771359025,-0.32671730589449927,-0.28987315923471957,0.2971887446805299,1
7.4,8.6,47,206,9.1,0.07482528868311325,0.7925431192216343,-1.1501506932070964,0.456999729137443,0.2961747496528659,-0.5986860956311806,0
8.4,2.1,20,104,9.5,0.24699704219408067,-0.0069732008073588,-0.2693752309057698,-2.220700140555032,-0.8759210681223051,0.7858477484869175,0
7,0.8,19,163,10.2,-0.09734646482785447,-0.30679182081824047,0.3471675927051586,1.7631947875240184,-0.7782464166410408,3.31058593481992,0
7.1,10.4,26,114,11.5,-0.22647527996107997,-0.22350887081522805,0.2590900464750259,-0.9798148350877869,-0.09452385627219091,-0.5172429283301159,1
6.9,1.8,17,80,12.3,-1.087334047515918,-1.366150944856662,-0.2693752309057698,-0.26140755297517193,-0.6805717651597767,-0.7615724302333099,1
6.4,1.7,35,113,10.6,-0.39864703347204766,-0.7931642488358921,1.4921756936968829,0.2610704703794582,-0.28987315923471957,-0.028583924523728304,1
7.8,13,37,158,11.3,-0.5708187869830151,0.49272449921078965,-1.238228239437229,-0.32671730589449927,1.468270567428037,1.2745067522933051,1
6.5,6.7,51.5,151,9.3,5.971707846433753,0.41943550320813133,-0.6216854158263007,-0.1307880471365144,0.784548007059187,0.21574557737946526,0
6.1,6.2,47,161,11,0.07482528868311325,-0.4034000428217497,0.9637104163160866,0.19576071746013088,-0.09452385627219091,-0.11002709182479298,1
6.6,1.7,53,161,10.2,-0.22647527996107997,-0.6499175748306812,-0.3574527771359025,-0.3920270588138295,-0.9735957196035694,-0.4357997610290512,1
6.1,1.5,22,61,10.4,-0.054303526450112535,-0.673236800831532,0.4352451389352913,0.7835484937340883,-0.38754781071598393,-0.2729134264269223,0
6.5,1.1,26,83,12.3,-0.5277758486052732,-1.5793552968643885,-1.414383331897494,0.39168997621811574,-0.38754781071598393,-0.4357997610290512,1
6.5,16.8,59,222,9,1.6243710702818215,1.7586253392566893,0.7875553238558212,-0.0654782942171842,1.7612945218718299,0.6229614138847881,0
8.1,11.8,46,212,10,0.07482528868311325,0.9257958392264912,-0.2693752309057698,-0.6532660704911445,-0.7782464166410408,1.2745067522933051,1
7.8,1.4,21,153,10.4,0.4191687957050484,-0.34010500081944545,0.3471675927051586,0.06514121162147334,-0.5828971136785124,0.21574557737946526,1
7.8,1.7,46,195,10.5,-0.44168997184978964,-0.34010500081944545,-0.0932201384455049,-1.0451245880071172,0.39384940113413025,-0.19147025912585763,0
5.9,12.4,50,162,9.5,0.031782350305371326,1.092361739232516,-0.973995600746831,1.0447875054114033,-0.28987315923471957,-1.1687882667386327,0
7.8,10.3,28,99,10,0.5482976108382739,0.8924826592252862,-0.18129768467563762,-0.45733681173315677,-0.5828971136785124,0.37863191198159457,1
6.4,8.6,57,173,9.1,-0.18343234158333804,0.8258562992228763,-0.44553032336603526,-1.241053846765102,-0.28987315923471957,0.6229614138847881,0
6.9,8.3,37,113,12.3,-0.8721193556272084,-0.8764471988389045,-0.973995600746831,-1.3063635996844294,0.003150795209073428,-0.2729134264269223,1
7.3,13.9,45,155,8.8,0.4622117340827903,1.3488732252418385,-0.7097629620564333,-1.6329123642810746,-0.8759210681223051,-0.5172429283301159,1
8.4,8.9,33,146,9.3,0.07482528868311325,1.5920594392506644,-0.2693752309057698,1.3713362700080458,0.003150795209073428,0.5415182465837239,0
7.3,1.4,8,163,10.7,0.16091116543859713,-0.5266588088262154,-0.6216854158263007,0.3263802232987884,0.39384940113413025,0.13430241007840057,0
8.2,1.1,28,81,10.4,-0.5708187869830151,-0.5732972608279172,1.6683307861571481,-1.241053846765102,-0.9735957196035694,1.2745067522933051,1
6.4,8.9,52,164,9.6,0.37612585732730647,0.2861827832032745,-0.0932201384455049,-0.5879563175718143,0.49152405261539456,0.8672909157879821,0
6.4,1,9,131,10.8,-0.6999476021162409,-1.2062476808508855,-1.766693516818025,-1.4369831055230868,1.9078064990937258,-2.2275494416524726,0
6.4,20.2,35,157,9.1,1.5813281319040797,1.9118659672622542,0.0829349540147605,-0.1307880471365144,-0.38754781071598393,-0.6801292629322452,0
6.9,8.4,36,156,9.4,-0.18343234158333804,0.6726156712173113,0.523322685165424,-0.26140755297517193,-0.28987315923471957,1.1116204176911757,1
7.5,6.55,33,143,11.1,-0.8721193556272084,-0.5266588088262154,-1.238228239437229,-1.7635318701197322,0.19850009817160155,-1.0059019321365037,0
6.6,18.15,23,139,9.2,0.16091116543859713,1.6720110712535712,0.0829349540147605,-0.8491953292491294,-0.19219850775345526,-0.924458764835439,0
8.3,2,11,207,11.4,-0.011260588072370606,-0.34010500081944545,0.523322685165424,-1.1104343409264446,1.2729212644655081,1.4373930868954343,0
7,14.7,29,149,9,0.20395410381633874,1.2989034552400311,-0.8859180545166983,-1.5022928584424171,-1.266619674047362,-0.4357997610290512,1
6.9,8.2,15,95,10.2,-0.44168997184978964,0.12627951919746105,-1.414383331897494,-0.1307880471365144,0.003150795209073428,0.5415182465837239,0
6.2,1.3,26,138,9.5,-0.18343234158333804,0.5260376792119946,1.3160206012366173,3.787797128023209,0.49152405261539456,-0.354356593727987,0
5.8,19.4,28,106,10.55,-0.656904663738499,1.005747471229398,-0.7978405082865656,-1.4369831055230868,0.3450120753934981,-1.1687882667386327,1
5.8,7.5,55,230,9.8,0.24699704219408067,0.29284541920352286,-0.2693752309057698,-1.6854129785687493e-4,0.2961747496528659,-0.19147025912585763,0
6.6,7,59,194,9.4,-0.011260588072370606,0.5193750432117462,-0.0932201384455049,-0.32671730589449927,0.003150795209073428,0.6229614138847881,0
6.4,2,20,180,10,0.33308291894956454,0.39278495920713774,0.6994777776256885,2.5469118225559635,1.5659452189093013,-0.5986860956311806,0
7,5.1,37,144,10.2,-0.18343234158333804,0.3861223232068894,0.8756328700859539,2.0244337992013333,-0.485222462197248,0.7044045811858528,1
6.8,4.7,34,134,10.6,-0.656904663738499,-0.4400445408230603,-0.973995600746831,0.13045096454080066,-0.28987315923471957,0.05285924277733636,1
6.7,2.5,40,153,11.4,-0.011260588072370606,-0.6399236208303271,0.1710125002448932,1.2407167641693881,-1.1689450225660978,-0.4357997610290512,1
7.8,1.7,29,140,12.5,-0.8721193556272084,-1.0063686008436188,2.5491062484584743,-1.1104343409264446,-1.1689450225660978,0.6229614138847881,1
10,1.6,34,181,10,0.4191687957050484,0.9257958392264912,-0.2693752309057698,-0.522646564652487,6.1566538385287215,0.7044045811858528,0
6.3,17.9,36,161,8.8,0.8495981794824674,1.6919989792542793,0.1710125002448932,-0.32671730589449927,0.49152405261539456,-1.0873450994375682,0
6,1.1,67,152,11.1,0.031782350305371326,-0.806489520836352,0.8756328700859539,2.2856728108786486,-0.8759210681223051,-0.354356593727987,1
7.5,11.7,24,94,9.5,0.20395410381633874,0.9924221992289011,-0.44553032336603526,-1.6854129785687493e-4,-0.9735957196035694,-0.19147025912585763,1
5.8,10.8,33,124,9.2,-0.18343234158333804,0.8125310272223795,-0.7097629620564333,0.19576071746013088,-0.8759210681223051,-0.6801292629322452,1
6.6,1.6,31,101,12,-0.2695182183388219,-1.309518538854606,1.4921756936968829,-0.26140755297517193,-0.5828971136785124,0.2971887446805299,0
10.2,6.2,20,124,9.9,0.11786822706085519,0.9257958392264912,0.1710125002448932,-1.3063635996844294,1.5659452189093013,4.450790277034825,0
7,9,54,141,9.4,-0.3125611567165638,0.5260376792119946,-0.5336078695961679,0.19576071746013088,-1.3642943255286262,-0.11002709182479298,1
6.6,1.5,28,112,11.4,-0.613861725360757,-0.8731158808387989,0.523322685165424,0.39168997621811574,-1.0712703710848335,0.37863191198159457,1
7.3,1.7,21,123,12.8,1.4521993167708538,-1.1729345008496435,-0.6216854158263007,-1.6854129785687493e-4,0.003150795209073428,0.7858477484869175,0
6.6,1.8,35,128,11.2,-0.8721193556272084,-0.7298692068335879,-0.0932201384455049,1.175407011250061,-0.6805717651597767,-0.354356593727987,1
7,2.2,21,177,11.4,-0.18343234158333804,-0.7865016128356438,0.6994777776256885,0.06514121162147334,0.19850009817160155,-0.4357997610290512,0
7.8,1.6,20,87,11.9,-0.8290764172494666,-0.9730554208424137,-0.0932201384455049,-0.26140755297517193,0.2961747496528659,0.5415182465837239,1
6.7,2.9,52,173,9.5,0.4622117340827903,-0.20685228081462556,-0.0932201384455049,-1.1104343409264446,-0.28987315923471957,-0.028583924523728304,1
9.5,1.3,21,123,9.5,-0.3125611567165638,0.6259772192156094,1.3160206012366173,-1.8941513759583897,-0.6805717651597767,1.1116204176911757,0
7.6,14.2,53,212.5,8.9,0.4191687957050484,1.6586857992530744,-0.2693752309057698,-0.32671730589449927,-0.7782464166410408,-0.2729134264269223,1
6.1,2.7,46,184,10.9,-0.011260588072370606,-0.5399840808267122,0.6994777776256885,0.7835484937340883,0.19850009817160155,1.8446089234007577,1
7.2,4.2,51,144,12.3,0.031782350305371326,-1.0063686008436188,2.372951155998209,-1.1757440938457746,0.5891987040966589,0.8672909157879821,1
7.6,13.9,45,199,9.8,0.16091116543859713,1.4588067192458076,0.0829349540147605,0.9794777524920731,-0.09452385627219091,-0.6801292629322452,1
6.9,8.1,51,180,8.9,-0.011260588072370606,0.5926640392144046,-0.3574527771359025,-0.3920270588138295,0.39384940113413025,-1.4945609359428913,0
7.6,10,45,182,9.6,-0.44168997184978964,0.8924826592252862,0.7875553238558212,-0.7185758234104719,-0.485222462197248,1.2745067522933051,1
5.6,1.25,29,129,12,-0.5277758486052732,-1.3928014888576186,0.9637104163160866,2.0897435521206607,-0.9735957196035694,2.007495258002886,1
7.3,6.3,34,231,10,0.33308291894956454,0.7925431192216343,0.4352451389352913,1.1100972583307307,-0.8759210681223051,-0.7615724302333099,1
7.6,3.2,28,152,11.4,-0.1403894032055964,-0.9097603788401095,0.3471675927051586,-1.1104343409264446,-0.09452385627219091,1.518836254196499,1
6.7,5,35,157,9.9,-0.35560409509430574,0.159592699198703,-0.2693752309057698,0.13045096454080066,0.19850009817160155,3.31058593481992,0
6.6,1.1,52,136,9.1,3.7334750507911743,-0.2734786408170355,-1.6786159705878922,-0.5879563175718143,-0.5828971136785124,2.007495258002886,0
6.2,1.4,35,105,11.1,-0.6999476021162409,-0.9397422408412087,-0.44553032336603526,0.7182387408147581,-0.28987315923471957,-0.6801292629322452,1
8,6.8,13,134,10,0.031782350305371326,0.7125914872187646,1.8444858786174128,0.2610704703794582,-0.38754781071598393,1.1930635849922404,0
6.5,16.3,56,197,9.8,0.20395410381633874,2.1250703192699807,-0.6216854158263007,1.959124046282006,-0.19219850775345526,0.05285924277733636,0
7.3,11.4,45,204,9,-0.09734646482785447,1.0357293332304602,-0.2693752309057698,-0.26140755297517193,5.2287446494567105,-1.9832199397492787,0
7.15,9.6,56,178,10.2,3.1308739135027874,0.5860014032141562,-0.44553032336603526,-0.26140755297517193,-1.0712703710848335,-0.7615724302333099,1
6.7,7.4,7,81,11.4,-0.22647527996107997,-0.4933456288250105,-0.18129768467563762,-0.9798148350877869,0.003150795209073428,-0.19147025912585763,1
5.7,1.6,33,122,11.9,-0.6999476021162409,-1.1929224088503887,0.2590900464750259,0.9141679995727459,-0.6805717651597767,-0.11002709182479298,1
6.1,2.5,22,98,11.1,-0.7860334788717246,-1.0996455048469853,-1.0620731469769638,-0.19609780005584174,-1.0712703710848335,-0.4357997610290512,1
7,5,40,143,12.2,-0.2695182183388219,-0.7631823868347929,-0.6216854158263007,0.9141679995727459,0.784548007059187,-0.2729134264269223,1
6,6.2,37,104,11.8,-0.7860334788717246,-0.8031582028362462,0.1710125002448932,0.5876192349761006,0.003150795209073428,1.518836254196499,1
7.8,1.3,16,96,10,0.20395410381633874,0.026339979193846164,1.139865508776352,0.8488582466534156,0.19850009817160155,0.2971887446805299,0
6.5,4,37,97,12.6,-0.35560409509430574,-1.2528861328525502,0.9637104163160866,0.06514121162147334,0.19850009817160155,-0.5172429283301159,1
6.5,15.2,75,217,9.9,0.11786822706085519,1.059048559231311,-0.8859180545166983,-1.6854129785687493e-4,-0.28987315923471957,-0.5172429283301159,0
6.5,12,55,177,9.9,0.2900399805718226,1.4254935392446026,-0.44553032336603526,2.155053305039991,-0.5828971136785124,0.05285924277733636,1
6.4,4.9,18,122,12.5,-0.5277758486052732,-0.806489520836352,1.9325634248475454,1.1100972583307307,0.39384940113413025,-0.5172429283301159,1
7.1,13.7,26,172,9,0.5052546724605322,1.1756446892355654,-0.2693752309057698,-1.8941513759583897,-0.485222462197248,0.4600750792826592,1
7.1,6.1,47,164,10,0.7204693643492416,0.19290587919990798,-0.6216854158263007,-0.1307880471365144,0.5891987040966589,-1.0873450994375682,0
7.3,6.3,34,231,10,0.33308291894956454,0.7925431192216343,0.4352451389352913,1.1100972583307307,-0.8759210681223051,-0.7615724302333099,1
6.4,6.2,46,169,9.3,-0.2695182183388219,0.4260981392083427,-0.2693752309057698,-0.26140755297517193,0.2961747496528659,0.5415182465837239,1
6.3,17.9,36,161,8.8,0.8495981794824674,1.6919989792542793,0.1710125002448932,-0.32671730589449927,0.49152405261539456,-1.0873450994375682,0
9.4,1.2,25,109,12.5,0.031782350305371326,-0.6399236208303271,-1.854771063048157,0.2610704703794582,-0.19219850775345526,1.6002794214975637,1
